"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211.253410139706,139.642084668619,0,0,755.499483719966,282.864735610793,354.47606108188,318.670398346336,35.8056627355434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.2890603768694,454.731916741401,469.054181835619,3.58056627355434,93.0947231124128,193.350578771934,307.928699525673,386.701157543869,465.473615562064,375.959458723206,179.028313677717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.16113254710868,322.250964619891,340.153795987662,189.77001249838,221.995108960369,207.672843866152,229.156241507478,336.573229714108,454.731916741401,332.992663440554,404.60398891164,554.987772400923,1514.57953371349,42.9667952826521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.319819574402,261.381337969467,279.284169337238,1482.3544372515,318.670398346336,361.637193628988,823.530242917498,537.084941033151,451.151350467847,418.926254005858,544.24607358026,383.120591270314,361.637193628988,285.703786538218,148.62618448644,19.8733564919794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.2250964619891,332.992663440554,221.995108960369,290.025868157902,157.544916036391,408.184555185195,469.054181835619,322.250964619891,268.542470516575,433.248519100075,393.862290090977,404.60398891164,57.2890603768694,307.928699525673,441.618114028856,508.190116009188,244.158379758604,195.894513992369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.931145045489,408.184555185195,1396.42084668619,372.378892449651,433.248519100075,597.954567683575,583.632302589357,529.923808486042,436.829085373629,726.854953531531,766.241182540629,401.023422638086,0,608.696266504238,416.873539296024,309.456551089394,545.097778065721,423.018588186419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.41698820663,440.409651647184,454.731916741401,540.665507306705,623.018531598455,848.594206832379,547.826639853814,891.561002115031,565.729471221586,587.212868862912,938.108363671237,522.762675938934,25.0639639148804,7.16113254710868,619.437965324901,559.313580099256,496.833912299485,471.282453952655,601.878796614234,73.8153241130664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.4501929239781,712.532688437314,716.113254710868,676.72702570177,572.890603768694,458.312483014955,476.215314382727,623.018531598455,526.343242212488,1314.06782239444,977.494592680335,608.696266504238,0,0,0,448.058278626243,525.224421573742,610.395949396511,425.857639113845,408.823333549291,360.559467783055,109.956248733198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,693.249249056209,472.634748109173,361.637193628988,411.765121458749,519.182109665379,501.279278297608,698.210423343096,494.118145750499,397.442856364532,3594.88853864856,870.077604473705,0,0,0,0,317.166820257672,505.351065081762,420.179537258993,499.672963226911,508.190116009188,513.868217864039,1153.75532372055,42.7111982951247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531.714629679686,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.984555468984,864.680917117955,637.042224779348,250.639639148804,379.54002499676,426.087386552966,554.987772400923,343.734362261217,268.542470516575,648.082495513336,4640.41389052642,501.279278297608,3.58056627355434,0,0,0,252.188038108931,360.559467783055,539.41967621087,613.235000323936,371.915671492758,372.719510012419,699.395872082667,1025.06875908299,544.56777826284,149.489194032936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,717.814750067577,3123.82344936816,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503.964128831189,552.960641356443,514.519507291816,85.4486982919443,243.478506601695,469.054181835619,637.340796692672,46.5473615562064,125.319819574402,665.985326881107,161.125482309945,279.284169337238,0,0,3.58056627355434,0,105.044884314748,678.533171654726,442.891944678398,440.052893750973,346.364213145927,469.247241544891,539.22887847595,539.22887847595,742.107070377792,475.162081033262,80.0834968033588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2928657419922,119.635791677929,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209.985053679662,881.937225454581,874.937723665259,132.990533997119,146.803217215728,701.790989616651,486.95701320339,3.58056627355434,28.6445301884347,494.118145750499,404.60398891164,393.862290090977,0,25.0639639148804,0,0,11.3562037097025,425.857639113845,468.443403025229,513.868217864039,317.973703871671,373.737116216301,939.646362492744,635.32907463998,779.479368886026,656.684673787543,0,133.472494672265,53.3889978689059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.635791677929,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1875.86647953831,9008.3588028575,440.96861272729,76.9945196825428,168.286614857054,580.051736315803,580.051736315803,0,3.58056627355434,132.480952121511,415.345687732303,204.092277592597,0,0,0,6.41961720097997,0,400.306180767014,661.498866090172,459.926250242952,408.823333549291,457.087199315527,619.739910647749,1025.06875908299,2156.9155139038,544.56777826284,5.33889978689059,0,10.6777995737812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2273.08004188066,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.99950178932207,1350.90384533916,664.952669985596,895.936229033225,2239.84057258306,206.727748921681,10.741698820663,461.89304928851,565.729471221586,14.3222650942174,0,0,311.509265799228,1099.23384598118,332.992663440554,551.407206127368,433.248519100075,319.030882321197,0,68.1372222582151,476.960555807506,303.778449234543,689.889375364428,425.857639113845,286.744143669989,462.662836735938,3902.73574421702,592.617876344855,5.33889978689059,0,16.0166993606718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239.271583355859,2020.51559278281,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.991032207797,349.975089466103,2526.82014594527,1161.91729702746,671.952171774919,524.962634199155,272.980569783561,0,343.734362261217,1944.24748654001,0,3.58056627355434,0,136.061518395065,393.862290090977,1797.44426932428,612.276832777792,461.89304928851,522.192991921357,207.250717702071,0,1561.4780100841,405.984282621865,377.593773347609,513.868217864039,587.683541977106,305.887863808827,443.128682311919,528.551078902168,5.33889978689059,0,5.33889978689059,0,0,0,26.6944989344529,42.7111982951247,26.6944989344529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5857314839843,996.964930649412,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223.984057258306,433.969110937968,83.9940214718648,797.943203982716,608.95665567102,1112.92078450221,27.9980071572883,0,189.77001249838,211.253410139706,0,0,0,7.16113254710868,189.77001249838,1314.06782239444,583.632302589357,694.629857069542,604.017426988344,567.810185485126,53.941967621087,431.535740968696,440.052893750973,607.556898469085,596.200694759383,314.405016591104,1916.66502349372,720.75147123023,336.350686574107,16.0166993606718,245.589390196967,202.878191901842,106.777995737812,341.689586360998,16.0166993606718,42.7111982951247,5.33889978689059,53.3889978689059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1342.57943994121,0,0,0,0,0,0,0,0
